,Name,Overall_Rating,Food_Rating,Service_Rating,Ambience_Rating,Dined_Date,Reviews
1729,fendi,5,5,5,5,43540,"Wonderful food and service!  
Second time at the Bellevue location, we usually make the trip downtown - 
but this is more convenient to Issaquah."
1730,JamesR,5,5,4,4,43540,The food was excellent. Our waiter was exceptional but the busboy had a serious frown on his face. Whenever he would fill out glass of water he seemed angry. Everyone else was smiling and friendly. I would have given a perfect 10 except for this experience.
1731,KariW,4,3,4,3,43540,Delicious food as always.  I do have to modify my meals at most places to be gf and df and they complied but not with much creativity. Have the waiters and waitresses wear something else besides the ugly and ill fitting head waiter jackets. They dont look comfy wearing them. Would love a cocktail menu as well.
1732,KristinaK,5,5,5,5,43539,"Paul was an amazing server! The entire staff is welcoming and kind. We felt like we were transported to Italy. From the beginning to end, there was a great attentiveness to detail. Food tasted delicious! Cannelloni is really good here. And birthday dessert was a cherry to the top. They make birthdays special here. Loved it! Will be back."
1733,Michael,5,5,5,5,43539,Nothing beats Carmine's for a world-class italian meal
1734,JoeS,5,5,5,5,43538,Awesome overall.  Excellent food and great staff.  Highly recommend!!
1735,BobK,5,5,5,5,43537,Best place for lunch (or dinner) in Bellevue; enough said.
1736,FelixL,3,1,3,4,43537,"The steak was absurdly bad, I should’ve known better than to order a steak at an Italian joint but you’d think a 50 dollar steak anywhere should be devoid of tendons and jibberish in every bite. I ended up spitting out half of the masticated beef cause I couldn’t get it down... pasta seemed good thou, but damn... that steak was almost worst than dennys"
1737,MichaelM,5,5,5,5,43536,The best salmon I have ever had!
1738,Kyle1,5,5,4,4,43534,"2nd time celebrating at Carmine’s.  Love it!
Great service, food and ambiance!!"
1739,Ninjas,5,5,4,5,43534,"Foods were excellent. I had  king salmon .  It was cooked just right  Meat were very tender and delicious. I liked it very much.  Highly recommended. If you like to dine in a fancy place with tasty foods, this is one of the best place to go. Table setting was nice. The only negative is noise level. It was a bit difficult in hearing the conversation."
1740,OpenTable Diner,5,5,5,5,43533,I reserved Carmines for my husband’s birthday dinner. The staff was great. They made special effort to make our evening special by serving complimentary tiramisu with a birthday message. The food was outstanding. Highly recommend. We will visit again.
1741,Eatoutyes,4,4,5,4,43533,"We enjoyed our dinner at Carmine's.  The staff was excellent.  The restaurant is noisy, so I wouldn't call it romantic.  The bruschetta appetizer was excellent.  The caesar salad was a real disappointment; I make a better one out of a package from the grocery store.  My husband had lamb.  He said it was very good, but not superb.  I had an excellent filet mignon, but the gnocchi that came with it was uninspired.  The lemon meringue dessert was, for me, the best part of the meal.  As meringues go, it was wonderfully done.  My husband said his profiteroles were very good--it is a dessert meant for two, though!  We would go there again, although we would definitely skip the salad course and go for one of their less pricey entrees."
1742,LynnP,5,5,5,5,43532,"We celebrated 2 birthdays; my husbands and my girlfriends. The 4 of us sat in the lounge and had dinner. The service from the minute we walked in and the hostess sat us to our waiter who was also the bartender was impeccable! 3 of us had the scallop and risotto special, King Salmon and pasta Italian sausage...all amazing!"
1743,ArmandA,4,5,5,3,43532,Excellent food and service. Noise level above tolerable to the point I had to shout to my companion to have a conversation.
1744,Kay88,5,5,5,5,43529,This is the only place in all of Bellevue worth eating. It is exceptional in every way. The best every single time.
1745,Sophie,4,3,4,5,43529,"I used to love Carmine’s food but this time, I was very disappointed with the quality of duck breast.  In addition risotto was strange. It does not taste like risotto at all.  Surprisingly  cioppino tastes quite bland as well.  Thank god that  vodka cream source pasta was  still delicious.   Given this not so great experience, I am not sure that I will  go back again."
1746,MarkM,3,3,5,3,43527,"Good food, great service, but way too loud for a nice dinner for two."
1747,MartinR,3,4,1,4,43526,"Our food was significantly delayed
Both tables next to us were seated after us and were served before us, in fact the table to our right turned over twice before we got our food.
They did apologize and offered us free dessert"
1748,OpenTable Diner,5,5,5,5,43526,Very attentive service. their food is delicious.
1749,RyanK,5,5,5,5,43525,Great place to celebrate a birthday. Service was amazing along with the food. Highly recommend.
1750,MollyC,5,5,5,5,43522,"Carmine's is always my ""Go to"" place to gather for with friends or family to celebrate an occasion, or to just have a romantic evening with my husband. Food is always wonderful, as is the service."
1751,Carey,5,5,5,5,43520,"This was my first time here at the recommendation of a friend and I was VERY impressed.  From the moment I walked in.  From the service to the food, this is a wonderful place and I will return many times!"
1752,blueangel2,5,4,5,4,43518,"A new client treated my wife and I to dinner at Carmine's.  As always Carmines was an outstanding dining experience.  The service from Ian was friendly, professional and sets a high bar for Bellevue."
1753,Mradovic,4,5,4,4,43516,"Excellent food, decent service and atmosphere.  They’ve acknowledged our anniversary, much appreciated."
1754,Josh,5,5,5,5,43516,The food was amazing. Everyone took great care of us and made our dining experience amazing.
1755,Vika,5,5,5,5,43516,Always a pleasure to come back.  The food is exceptionally delicious!
1756,ToddJ,5,5,5,5,43515,"Unobtrusive service with impeccable timing 
Table side French service is a nice touch
Outstanding food quality with possibly the best Caesar I have ever had"
1757,DomC,4,4,4,4,43513,Great Italian restaurant in the heart of Bellevue. I ordered the pesto fettuccine with prawns & if you’re pesto lover like myself then you will love this dish. I can’t wait to go back.
1758,Aldona,5,5,4,5,43513,"Everything was great about the evening except the valet.  Food was great, service was excellent, it's a expensive, but very good."
1759,SusanR,5,5,5,4,43513,We had a wonderful experience! Our waitor was very nice and helpful - not snooty at all. Food was great!  Best bread and bruscetta ever! We will be back!
1760,Rose,5,5,5,5,43512,"Wonderful experience, food and service. We arrived early and used valet. There were two seats at the bar and we had a drink and appetizer while we waited for our table. The bar staff were very friendly. The table was ready right at our reservation time and again, service was wonderful. We went with the two specials tomahawk steak and risotto with crab cakes. So glad we did because they were both exceptional. The steak in particular was perfectly cooked and had an amazing peppercorn crust."
1761,MelanieK,4,4,4,4,43512,We made reservations via open-table and was seated on a four top in the middle of the dining room. My waitress was pretty busy with a 5 top and 4 top and 2 top in my area. I had the cauliflower soup as a starter and the ossobucco for dinner. The wine list came when dinner came and a waiter came by to help us pick a suitable wine in short order. Although the food was good it could have been 5 stars with more Italian zest and pop.
1762,stephenh,3,2,4,4,43511,"nope service and ambiance is good but the food just was no where near where it should of been. I would of preferred burger king, or a nice steak joint or almost anywhere."
1763,Aben,5,5,5,5,43511,"Carmine’s is the best Italian in Bellevue. We went for our third Valentine’s Day in a row and it’s the best experience you could ask for. Amazing wine, bolognese, lobster risotto, wine, etc. Such a beautiful space, too!"
1764,Sharon,5,5,5,4,43511,"This was our first time at the Carmine's in Bellevue...even though we've been to the one in Seattle.  We enjoyed it VERY much.  Food was delicious and service excellent.  It equals the Seattle restaurant, but is much easier to get to for us.  We will definitely go back whenever we want yummy Italian food.  It is a high-end restaurant for sure, but we think it's worth the price."
