Name,Overall_Rating,Food_Rating,Service_Rating,Ambience_Rating,Dined_Date,Reviews
Luciella,4,4,5,5,2019-09-01,"Open Table really should offer ""noise"" level beyond ""energetic"",  because when you have to use sign language to discuss your dinner order with the server, that is a PROBLEM level of noise. Conversation across the table? Forget that! No chance.  Granted it was a busy TIGF crowd, some wearing flip flops and backward baseball caps, but it IS across from the Downtown Park and it IS a lively young crowd but this is one of the few Bellevue tables that cries out for the tiniest bit of attention to wardrobe. 

Carmine's kindly phoned earlier in the day to say that a 7:30 seating had become available, much preferred to our initial 8:15 reservation, and that was much appreciated.

Drinks, wine and dinner service impeccable and the quality of menu offerings a pleasure. The evening risotto with chantrells with gorgeously grilled shrimp (more like langoustines in size and flavor) was a sparkler. Will remember to skip weekends or brush up on sign language for the next visit."
OpenTable Diner,5,4,3,4,2019-09-01,"Wine list was missing a page
Table was missing place setting for one person
Bar area is very noisy"
MidoriS,5,5,5,5,2019-09-01,"Always a wonderful dinner at Carmines, good value and great service."
OpenTable Diner,5,5,5,5,2019-08-31,"Our waiter, Brent, made our evening a great experience.  He suggested a wine that complimented our dinner perfectly.  The halibut and pork chop main entries were cooked exactly as we wanted them. Finishing off with a complimentary Tiramisu to celebrate a birthday was perfect.  Everyone should go have a great time."
CaseyC,5,5,5,5,2019-08-31,"Lots of great options, attention to detail, try the osso bucco"
NinaS,5,5,4,4,2019-08-31,"Great food and great service!  What more can you ask?  Yes it's pricey, but worth it.  Definitely a good place to celebrate and splurge!"
None,5,5,5,5,2019-08-30,Had a great experience.  The food and service were excellent.  We have noticed the noise level is quite loud making it difficult to have a normal conversation without raising your own voice.
Happyone,5,5,5,5,2019-08-29,"Table, service, food and ambiance was perfect! Thank you!"
sessie,5,5,5,5,2019-08-28,"A lovely setting for a summer lunch.  Great lunch menu and an outstanding , though busy , waiter."
AngieD,5,5,5,5,2019-08-25,"Dinner was excellent and service outstanding. An extravagance for us but a special occasion.
Creamy cauliflower cheese soup was so light and a pleasure in the mouth! Will return for lunch just for that.
We had halibut, steak and a seafood entree and all were well prepared."
TinaC,5,5,5,5,2019-08-25,"Amazing menu, food was so delicious. Our waitress was so attentive and very kind, making sure everything was just perfect."
SandraJ,5,5,5,5,2019-08-25,"This was our 2nd visit to Carmine's. We were pleased.  The food, service, ambiance was impeccable. Highly recommend."
billieob,5,5,5,5,2019-08-24,Absolutely love everything a bout this restaurant ! You can’t go wrong here
TN59,4,4,5,3,2019-08-24,Service was cheerful and attentive but not overbearing.  Lots of attractive choices on the menu and our meals were well-prepared.  Not cheap but not outrageous.  Large open dining area is a bit noisy.  Finding the parking below the building is a safari if you skip the valet.
JustinL,5,5,5,5,2019-08-24,"Had an amazing first experience, celebrating our 2 year anniversary. Carmine's made us feel very special and celebrated. We're really looking forward to returning to our new favorite Italian spot :)"
AndrewP,5,5,5,5,2019-08-23,Great birthday experience.
GaryQ,5,5,5,5,2019-08-23,The food was wonderfully fresh and the setting was exquisite!
PhilI,5,5,5,5,2019-08-22,Great place for Dinner a first date. The staff was excellent we had a wonderful time.
paredepf,3,2,2,2,2019-08-22,We love this place for dinner. Lunch not so great. Poor slow service and reheated food.
TeresaM,5,5,5,5,2019-08-21,Another wonderful experience. Perfect place to relax and enjoy our anniversary!
Charles,4,4,5,4,2019-08-18,Fruit fly buzzing around table and landed in glass of wine.   Very good food overall.   Excellent service.   A bit overpriced.  Tiramisu not as good as advertised.
KathleenF,5,5,4,5,2019-08-18,The fillet con gnocchi was out of this world!  Fantastic!
ElizabethH,5,4,4,5,2019-08-16,We sat outside on a summer night and it was lovely! Food was good and there's a beautiful pink rose on each table.  We enjoyed our meal very much.
paredepf,5,5,5,4,2019-08-16,"Great food, great service!"
KristineM,5,5,5,5,2019-08-15,Get the gnocchi!!! Makes a perfect app for the group.
JimmyG,5,5,5,5,2019-08-13,Always good
RobertO,4,4,4,4,2019-08-13,A friends Birthday.
churchlady,5,5,5,4,2019-08-12,The food is always wonderful and our waiter was equally great!
Two4Dinner,5,5,5,5,2019-08-08,A lovely evening. Food was delicious and the service was amazing.
FiSH,4,4,5,5,2019-08-08,"One of our more favorite places in Bellevue - and Seattle as well from time to time - service is always great as everyone is attentive.  Never have to ask for more water.  The shrimp and pesto pasta was again excellent as was the pork chops and the filet.  The pork chops were perfectly prepared and the risotto that came with it was equally well prepared.  The filet and the gnocchi that accompanied were also fantastic.

Only compliant - grilled calamari was fine not as great as last time.

As we were celebrating our wedding anniversary we were comped with the in house made Tiramisu which is simply amazing!

If you haven’t been here do yourself a favor and stop by for a meal!"
Wazzu,5,5,5,5,2019-08-08,Neighborhood gem. You feel you are being welcomed into someone’s home
TomS,4,5,5,4,2019-08-06,Food and Service was outstanding-----louder than we like
RonaldM,5,5,5,5,2019-08-06,Sydney was a great waitress!  The food was delicious and we enjoyed ourselves very much.  The fresh flowers were a lovely touch.
ClaudiaK,4,4,5,4,2019-08-04,Beautiful location.  Great service.  Comfortable half booth.   Good food.
michul,5,5,5,5,2019-08-04,"Amazing service, food over the top!"
OpenTable Diner,5,5,5,5,2019-08-03,Veal scaloppini is the best
Margie,5,5,5,5,2019-08-02,We always feel welcome and the food is wonderful. Our favorite restaurant on the Eastside.
Lejacq,5,5,5,5,2019-07-30,Visiting friends
GinaC,5,5,5,5,2019-07-28,Always a good idea to go to Carmine's! Last min tables or seats are easier to find than you think.
TeresaM,5,5,5,5,2019-07-28,"We love coming to Carmine’s for a fabulous evening of amazing food. It’s a very special place and brings back such fond memories of a wonderful man. We were fortunate enough to have the same server as our previous visit and she was very friendly, knowledgeable and efficient. Love this place!!"
StanleyS,4,5,4,4,2019-07-28,"Great service, great food and ambiance!! Keep up the good work"
Cory,3,2,5,5,2019-07-28,We’ve tried Carmine’s 4 times now and it has progressively gotten worse. The burrata appetizer was supposed to be with vegetables but it came with three tiny beet cubes and that was the 2nd best part of the meal. The best part was the side of spaghetti with the Halibut. Both mains were in real need of seasoning as was the calamari. I think we are done here.
sister,5,5,5,5,2019-07-27,Kelen was my server/bartender and he’s amazing. Attentive and helpful. We had a great time. I’ll come again.
TonyR,5,5,5,5,2019-07-26,Everything was excellent.  Food and servixe were spot on
HeidiA,5,4,5,5,2019-07-26,"Great restaurant to have quiet conversation and no blasting music.  This was my second visit and it did not disappoint.  Will return again.  

Like the white tablecloths.  Service very attentive.  Food delicious.  Did not sit outside but it is set up very lovely and will be great once the construction is done.  the planting helped to lower the noise and et a feeling of a garden.

thank you"
OpenTable Diner,5,5,5,5,2019-07-24,So amazing! Exceeded expectations in every way. Best location in Bellevue
trseattle,5,5,5,5,2019-07-23,Sat at the bar. Great bartender. Cauliflower soup and Risotto was fantastic. Great ‘local’ Bellevue spot.
dennis,4,5,5,5,2019-07-23,Great food and the service was excellent. Little on the noisy side.
Benio,5,4,5,5,2019-07-20,We had a wonderful dinner at this place. Food was fantastic and great service. Highly recommend it!
NancyS,5,5,5,5,2019-07-20,Sat outside on a warm evening.  Enjoyed our server Ian.   The food special was delicious and the service was spot on perfect.
ThomasKellerwannaBe,5,5,5,5,2019-07-20,Carmine's might as well be in Italy; the food is divine ana always prepared to perfection.  Although a very large space its broken up into little areas so you get a ver intimate feel.  Book a table now if you like Italian food.  And don't forget the massive (and expensive) wine list.
MBC1,5,5,5,5,2019-07-19,"The restaurant was lovely our waiter was great the food was excellent this was our first visit to this restaurant and we will go again,  thank you we truly enjoyed our evening"
